normalized_address,lat,lng,quality,source,resolved_at
"110 2 ST N, ST PETERSBURG, 33701",27.772311374922,-82.63559931709,Exact/L,census,2026-09-03T22:59:10.736Z
"110 ALHAMBRA CIR, CORAL GABLES, 33134",25.752128634099,-80.258637765624,Exact/L,census,2026-09-02T23:42:22.837Z
"110 AMBERJACK DR, FORT WALTON BEACH, 32548",30.39795062743,-86.600990258348,Exact/R,census,2026-09-03T22:59:10.736Z
"110 CANNERY LANE, DESTIN, 32550",30.388925263051,-86.323607445734,Exact/R,census,2026-09-03T22:59:10.736Z
"110 CHAMPIONSHIP WAY, PONTE VEDRA BEACH, 32082",30.206780828986,-81.395732834312,Exact/R,census,2026-09-03T22:59:10.736Z
"110 CHAMPIONSHIP WAY, PONTE VEDRA, 32082",30.206780828986,-81.395732834312,Exact/R,census,2026-09-03T22:59:10.736Z
"110 CLUB SERVICE DR, PONTE VEDRA BEACH, 32082",30.201092228857,-81.392065657992,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 CROSSON ST, CRESTVIEW, 32536",30.729225642116,-86.568629554313,Exact/L,census,2026-09-03T22:59:10.736Z
"110 E ATLANTIC AVE STE 120A, DELRAY BEACH, 33444",26.46158484157,-80.071939039873,Exact/R,census,2026-08-24T03:02:29.698Z
"110 E ATLANTIC AVE, DELRAY BEACH, 33444",26.46158484157,-80.071939039873,Exact/R,census,2026-08-24T03:02:29.698Z
"110 E BERCKMAN ST, FRUITLAND PARK, 34731",28.857903890579,-81.90591432229,Exact/R,census,2026-09-03T22:59:10.736Z
"110 E BROAD ST, GROVELAND, 34736",28.559626556682,-81.85597455271,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 E BROWARD BLVD STE 110, FORT LAUDERDALE, 33301",26.122212928638,-80.142324674996,Exact/R,census,2026-09-02T23:42:22.837Z
"110 E INTENDENCIA STREET, PENSACOLA, 32502",30.41059218043,-87.213552541717,Exact/L,census,2026-09-03T22:59:10.736Z
"110 E TARPON AVE, TARPON SPRINGS, 34689",28.146182408748,-82.755244267714,Exact/R,census,2026-09-03T22:59:10.736Z
"110 E WATERS AVE, TAMPA, 33604",28.025401061615,-82.459384364843,Exact/L,census,2026-09-03T22:59:10.736Z
"110 EAST SCOTT ST, PENSACOLA, 32503",30.437728505022,-87.21941510389,Exact/L,census,2026-09-03T22:59:10.736Z
"110 EGLIN PKWY NE, FORT WALTON BEACH, 32548",30.419862945159,-86.609680147878,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 FLOWERS OF SCOTLAND AVE, ST JOHNS, 32259",30.083633701872,-81.597265423059,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 FOUNTAIN DR, PIERSON, 32180",29.240575759683,-81.466553437862,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 FOUNTAIN PKWY N, ST PETERSBURG, 33716",27.8931564,-82.66022699999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 GOOD MORNING STREET, PORT ST JOE, 32456",29.861477604871,-85.341137086041,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 GOSHAWK DR, DAYTONA BEACH, 32119",29.147676744231,-81.046225674016,Exact/R,census,2026-09-03T22:59:10.736Z
"110 JOHNS PASS BOARDWALK, MADEIRA BEACH, 33708",27.786343523804,-82.780755533022,Exact/L,census,2026-09-03T22:59:10.736Z
"110 LOBLOLLY LN, PENSACOLA, 32526",30.518339752118,-87.312167571281,Exact/L,census,2026-09-03T22:59:10.736Z
"110 MAC FARLANE DR, DELRAY BEACH, 33483",26.459575760584,-80.062879029374,Non_Exact/R,census,2026-08-24T03:02:29.698Z
"110 MAIN ST, HORSESHOE BEACH, 32648",29.442754410701,-83.287170417154,Exact/L,census,2026-09-03T22:59:10.736Z
"110 MANGO ST, FORT MYERS BEACH, 33931",26.449407345077,-81.944109189306,Exact/R,census,2026-09-03T22:59:10.736Z
"110 MASON ST, BRANDON, 33511",27.935071122346,-82.285601919161,Exact/L,census,2026-09-03T22:59:10.736Z
"110 MCLEOD ST, MERRITT ISLAND, 32953",28.358286607104,-80.701214305318,Exact/R,census,2026-09-03T22:59:10.736Z
"110 MELVIN ST, DESTIN, 32541",30.3941455,-86.4992271,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 N 1 ST, IMMOKALEE, 34142",26.418700816615,-81.417347845869,Exact/R,census,2026-09-03T22:59:10.736Z
"110 N BEACH ST UNIT 1, DAYTONA BEACH, 32114",29.212266345762,-81.01946648644,Exact/L,census,2026-09-03T22:59:10.736Z
"110 N BREVARD AVE, COCOA BCH, 32931",28.32044483222,-80.611190576309,Exact/L,census,2026-09-03T22:59:10.736Z
"110 N FEDERAL HWY, FORT LAUDERDALE, 33301",26.123513293644,-80.137192451595,Exact/R,census,2026-09-02T23:42:22.837Z
"110 N HOMESTEAD BLVD, HOMESTEAD, 33030",25.4692528,-80.4726835,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"110 N ORLANDO AVE STE 1, MAITLAND, 32751",28.627643624989,-81.363365117769,Exact/R,census,2026-09-03T22:59:10.736Z
"110 N ORLANDO AVE, MAITLAND, 32751",28.627643624989,-81.363365117769,Exact/R,census,2026-09-03T22:59:10.736Z
"110 N POINT DR STE K100, DANIA BEACH, 33004",26.052077940977,-80.159653743264,Exact/R,census,2026-09-02T23:42:22.837Z
"110 NE 16 AVE, GAINESVILLE, 32601",29.666669559905,-82.324197085205,Exact/L,census,2026-09-03T22:59:10.736Z
"110 NE 2 ST, BOCA RATON, 33432",26.352297869358,-80.085156335635,Exact/R,census,2026-08-24T03:02:29.698Z
"110 NE 2ND PL UNITS 301-302, CAPE CORAL, 33909",26.652931390628,-81.969406042559,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 NEW BERLIN RD, JACKSONVILLE, 32218",30.461785540724,-81.633132950798,Exact/R,census,2026-09-03T22:59:10.736Z
"110 NW 1 AVE, OCALA, 34475",29.187991792284,-82.137887918591,Exact/L,census,2026-09-03T22:59:10.736Z
"110 NW 15 ST UNIT 4, POMPANO BEACH, 33060",26.245945702659,-80.123732819635,Exact/L,census,2026-09-02T23:42:22.837Z
"110 NW 2 ST, TRENTON, 32693",29.613470060275,-82.820269755043,Exact/L,census,2026-09-03T22:59:10.736Z
"110 NW 42 AVE, MIAMI, 33126",25.772684863925,-80.263793686319,Exact/L,census,2026-09-02T23:42:22.837Z
"110 NW FIRST AVE, OCALA, 34475",29.187991792284,-82.137887918591,Exact/L,census,2026-09-03T22:59:10.736Z
"110 PERRY AVE SE, FORT WALTON BEACH, 32548",30.407454262307,-86.603076533016,Exact/R,census,2026-09-03T22:59:10.736Z
"110 PLAZA AVE, LAKE PLACID, 33852",27.298363751133,-81.357065394935,Exact/L,census,2026-09-03T22:59:10.736Z
"110 RIBERIA ST, SAINT AUGUSTINE, 32084",29.888958385897,-81.318489283864,Exact/L,census,2026-09-03T22:59:10.736Z
"110 S ARTISAN ALLEY, DELAND, 32720",29.0273786,-81.3041056,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 S BEACH ST, DAYTONA BEACH, 32114",29.211929140558,-81.019292075461,Exact/R,census,2026-09-03T22:59:10.736Z
"110 S CONGRESS AVE, DELRAY BEACH, 33445",26.458685869223,-80.093711324275,Exact/R,census,2026-08-24T03:02:29.698Z
"110 S COURTENAY PKWY STE 1, MERRITT ISLAND, 32952",28.355393057346,-80.700123258308,Exact/L,census,2026-09-03T22:59:10.736Z
"110 S NEW HAMPSHIRE AVE, TAVERES, 32778",28.8018759,-81.7283072,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 S NOVA RD, ORMOND BCH, 32174",29.277181150513,-81.082960054407,Exact/R,census,2026-09-03T22:59:10.736Z
"110 S OCEAN DRIVE, FORT PIERCE, 34949",27.551102568057,-80.323461411979,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 S ORLANDO AVE 7, WINTER PARK, 32789",28.597830392369,-81.365070636823,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 S ORLANDO AVE STE 12, WINTER PARK, 32789",28.597830392369,-81.365070636823,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 S ORLANDO AVE STE 4, WINTER PARK, 32789",28.597830392369,-81.365070636823,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 S ORLANDO AVE STE 6, WINTER PARK, 32789",28.597830392369,-81.365070636823,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 S SR 19, PALATKA, 32177",29.648809903771,-81.673629545601,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 SE 1 ST, GAINESVILLE, 32601",29.650936259665,-82.32402855463,Exact/R,census,2026-09-03T22:59:10.736Z
"110 SE 6 ST STE 110, FORT LAUDERDALE, 33301",26.114728561717,-80.14202335772,Exact/R,census,2026-09-02T23:42:22.837Z
"110 SE 6 ST STE 120, FORT LAUDERDALE, 33301",26.114728561717,-80.14202335772,Exact/R,census,2026-09-02T23:42:22.837Z
"110 SE 6 ST UNIT 115, FORT LAUDERDALE, 33301",26.114728561717,-80.14202335772,Exact/R,census,2026-09-02T23:42:22.837Z
"110 SEBRING SQUARE, SEBRING, 33870",27.5113935,-81.4926687,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 SR 206 EAST, SAINT AUGUSTINE, 32086",29.75654511565,-81.312388898241,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 ST JOHNS HERITAGE PKWY NW, PALM BAY, 32907",27.999409,-80.73863450000002,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 SW 3 AVE, FORT LAUDERDALE, 33312",26.1209393,-80.1462165,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"110 SW BROADWAY ST, OCALA, 34471",29.186244227358,-82.137954791352,Exact/L,census,2026-09-03T22:59:10.736Z
"110 VAN FLEET DR, BARTOW, 33830",27.9054865,-81.8428615,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 W GASPARILLA PLAZA, TAMPA, 33602",27.949801808173,-82.461882019904,Exact/L,census,2026-09-03T22:59:10.736Z
"110 W HICKPOOCHEE AVE, LABELLE, 33935",26.7619359,-81.4403919,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"110 W HIGHWAY 50, CLERMONT, 34711",28.551366509122,-81.756590673839,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 W JOHN SIMS PKWY, NICEVILLE, 32578",30.522711524736,-86.494980751497,Exact/L,census,2026-09-03T22:59:10.736Z
"110 W MAIN ST, INVERNESS, 34450",28.835538907378,-82.330852097379,Exact/R,census,2026-09-03T22:59:10.736Z
"110 W ORANGE ST, DAVENPORT, 33837",28.160497964601,-81.601724501541,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"110 W VENTUA AVE, CLEWISTON, 33440",26.752330629817,-80.934275359223,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"110 W VENTURA AVE, CLEWISTON, 33440",26.752330629817,-80.934275359223,Exact/R,census,2026-09-03T22:59:10.736Z
"110 WASHINGTON AVE CU2, MIAMI BEACH, 33139",25.770105810721,-80.135201793663,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"110 WASHINGTON AVE CU9, MIAMI BEACH, 33139",25.770105810721,-80.135201793663,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"110 WILLIAMSON BLVD, ORMOND BEACH, 32174",29.255773613025,-81.113208033498,Exact/R,census,2026-09-03T22:59:10.736Z
"110-112 GIRALDA AVE, CORAL GABLES, 33134",25.751321260691,-80.257101648659,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"1100 1 AVE N, ST PETERSBURG, 33705",27.771948579634,-82.649815303582,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 15 ST, MIAMI BEACH, 33139",25.787312622292,-80.139965383823,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 16 ST S, ST PETERSBURG, 33705",27.759265552056,-82.654692179595,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 17-92 HWY N, HAINES CITY, 33844",27.5067685,-81.440381,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 17-92 HWY, HAINES CITY, 34844",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"1100 17-92 US HWY, HAINES CITY, 33844",28.1070081,-81.61774419999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 3RD ST SW, WINTER HAVEN, 33880",28.011231561198,-81.730790339708,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 5 ST, MIAMI BCH, 33139",25.774296890572,-80.139549288563,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 6 AVE S 6-7, NAPLES, 34102",26.141019967743,-81.792259966227,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 6TH AVE S STE 1, NAPLES, 34102",26.141019967743,-81.792259966227,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 94 AVE N, ST PETERSBURG, 33702",27.857448558942,-82.648757959284,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 ALIBABA AVE, OPALOCKA, 33054",25.9028073,-80.2476824,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"1100 ALIBBA AVE, OPA LOCKA, 33054",25.9028073,-80.2476824,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"1100 BANYAN BLVD, WEST PALM BEACH, 33401",26.508060433795,-80.054130144944,Exact/L,census,2026-08-24T03:02:29.698Z
"1100 BARNETT DR 48, LAKE WORTH, 33461",26.628287649721,-80.070424847888,Exact/R,census,2026-08-24T03:02:29.698Z
"1100 BARNETT DR STE 48, LAKE WORTH, 33461",26.628287649721,-80.070424847888,Exact/R,census,2026-08-24T03:02:29.698Z
"1100 BISCAYNE BLVD, MIAMI, 33132",25.784900140568,-80.189485705843,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 BRICKELL BAY DR 107, MIAMI, 33131",25.763158646691,-80.190015676464,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 CHAMPIONS DR, DAVENPORT, 33897",28.2720913,-81.6594803,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 CLEVELAND ST, CLEARWATER, 33755",27.965705816108,-82.791717678891,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 COLLINS AVE CU-2, MIAMI BEACH, 33139",25.781840752519,-80.131497714857,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 COLLINS AVE STE CU5, MIAMI BEACH, 33139",25.781840752519,-80.131497714857,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 COMMERCIAL BLVD UNIT 103, NAPLES, 34104",26.163516225094,-81.752832002523,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD 950, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD STE 1000, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD STE 110, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD STE 530, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD SUITE 530, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD SUITE 952, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE BLVD, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 CORNERSTONE SUITE 530, DAYTONA BEACH, 32117",29.211493153924,-81.09355899459,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 E 4 AVE, MIAMI, 33010",25.832030800258,-80.273722385686,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"1100 E OAKLAND PARK BLVD, OAKLAND PARK, 33334",26.16662819407,-80.132713051449,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 EL JOBEAN RD 126, PORT CHARLOTTE, 33948",27.011746410652,-82.149084057368,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 EL JOBEAN RD UNIT 102, PORT CHARLOTTE, 33948",27.011746410652,-82.149084057368,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 EL JOBEAN RD UNIT 122, PORT CHARLOTTE, 33948",27.011746410652,-82.149084057368,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 EL JOBEAN RD UNIT 128, PORT CHARLOTTE, 33948",27.011746410652,-82.149084057368,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 HIGH POINT DR, NAPLES, 34103",26.185950949161,-81.799716591095,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 HWY 17 -92 N, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 HWY 17 92 N, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 HWY 17-92 N, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 HWY 17-92, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 IDLEWILD AVE, GREEN COVE SPRINGS, 32043",29.9893869107,-81.687627971066,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 JOHN RINGLING BLVD, SARASOTA, 34236",27.33557439192,-82.551632321389,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 LEE WAGENER BLVD STE 106, FORT LAUDERDALE, 33315",26.070246108967,-80.155066611996,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 LEE WAGENER BLVD SUITE 107, FORT LAUDERDALE, 33315",26.070246108967,-80.155066611996,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 LINTON BLVD SUITE C3-C4, DELRAY BEACH, 33444",26.439567154027,-80.084440337219,Non_Exact/L,census,2026-08-24T03:02:29.698Z
"1100 MARTIN LUTHER KING JR BLVD, GREEN COVE SPRINGS, 32043",29.99600410817,-81.68921518824,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 N ALAFAYA TRL UNIT 130, ORLANDO, 32828",28.558531570869,-81.207163940053,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N CONGRESS AVE STE 110, BOYNTON BEACH, 33426",26.537549090186,-80.090609293899,Exact/L,census,2026-08-24T03:02:29.698Z
"1100 N CONGRESS AVE UNIT 130, BOYNTON BEACH, 33426",26.537549090186,-80.090609293899,Exact/L,census,2026-08-24T03:02:29.698Z
"1100 N FEDERAL HWY, HOLLYWOOD, 33020",26.021129681295,-80.14329662155,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 N MAIN ST STE A, BELLE GLADE, 33430",26.695889310793,-80.667960237605,Non_Exact/L,census,2026-08-24T03:02:29.698Z
"1100 N MAIN ST, BELLE GLADE, 33430",26.695889310793,-80.667960237605,Exact/L,census,2026-08-24T03:02:29.698Z
"1100 N OCEAN DR, HOLLYWOOD, 33019",26.01943685217,-80.117187653985,Exact/R,census,2026-09-02T23:42:22.837Z
"1100 N TOLEDO BLADE BLVD, NORTH PORT, 34286",27.075807118381,-82.155470067782,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE 11, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE 8, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE 9, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE STE 5, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE UNIT 10, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N TUTTLE AVE UNITS 1-2, SARASOTA, 34237",27.34679166044,-82.513884966906,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 N WICKHAM RD, MELBOURNE, 32935",28.125267240352,-80.671657467522,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 NORTH TUTTLE AVE, SARASOTA, 34237",27.34679166044,-82.513884966906,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 NW 119 ST, MIAMI, 33168",25.883440544767,-80.216684654012,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 NW 23 ST, MIAMI, 33127",25.798975536163,-80.213341077452,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 NW 54 ST, MIAMI, 33127",25.824697255601,-80.21428125537,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 NW 95 ST, MIAMI, 33150",25.86158827935,-80.214765555063,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 OCEAN SHORE BLVD STE 1, ORMOND BEACH, 32176",29.319487195265,-81.053529447973,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 OHIO AVE S, LIVE OAK, 32064",30.286028870594,-82.987775712727,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 OHIO AVE SOUTH, LIVE OAK, 32064",30.286028870594,-82.987775712727,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 PAR VIEW DR, SANIBEL, 33957",26.437133834933,-82.048375601312,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 PONCE DE LEON BLVD, CLEARWATER, 33756",27.935214728679,-82.799854690642,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 RAILROAD AVE, TALLAHASSEE, 32310",30.4326202,-84.2899657,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 S BROAD ST, BROOKSVILLE, 34601",28.448274502249,-82.453711110909,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 S DIXIE HWY, CORAL GABLES, 33146",25.716991367474,-80.273759422296,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 S HIGHLAND, MOUNT DORA, 32757",28.787671546303,-81.635982550993,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1100 S MIAMI AVENUE CU-2, MIAMI, 33130",25.763408034009,-80.193267154327,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"1100 S OCEAN BLVD, PALM BEACH, 33480",26.677809133074,-80.036101521649,Exact/R,census,2026-08-24T03:02:29.698Z
"1100 S ORLANDO AVE STE A, WINTER PARK, 32789",28.587841457936,-81.364900164149,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1100 S ORLANDO AVE SUITE B, WINTER PARK, 32789",28.587841457936,-81.364900164149,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1100 S ORLANDO AVE UNIT C, WINTER PARK, 32789",28.587841457936,-81.364900164149,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1100 S PARROT AVE, OKEECHOBEE, 34974",27.233109666765,-80.829957030975,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1100 S PARROTT AVE, OKEECHOBEE, 34974",27.233109666765,-80.829957030975,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 S PASADENA AVE, S PASADENA, 33707",27.75918976563,-82.736018772978,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1100 S POWERLINE RD, POMPANO BEACH, 33069",26.215626287463,-80.156063904437,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"1100 S WALNUT ST, STARKE, 32091",29.934624391221,-82.113835320352,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 SE 17 ST, FORT LAUDERDALE, 33316",26.10021751691,-80.132643384111,Exact/L,census,2026-09-02T23:42:22.837Z
"1100 SR 29, LABELLE, 33935",26.745764487384,-81.437977326453,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 STILLWATER BLVD, ST JOHNS, 32259",30.056525789982,-81.559947676394,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 TYRONE BLVD N, ST PETERSBURG, 33710",27.782860938071,-82.716522098624,Exact/L,census,2026-09-03T22:59:10.736Z
"1100 US 17 92, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HIGHWAY 17 92 N, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HWY 17 92 N, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HWY 17 92, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HWY 17-92 N, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HWY 17-92, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US HWY 17/92, HAINES CITY, 33844",28.1187804,-81.61818600000001,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 US-17/92, HAINES CITY, 33844",28.1188273,-81.61752299999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1100 W HIBISCUS BLVD, MELBOURNE, 32901",28.085372011376,-80.643040257644,Exact/R,census,2026-09-03T22:59:10.736Z
"1100 WEST AVE, MIAMI BEACH, 33139",25.781774907407,-80.142236795969,Exact/L,census,2026-09-02T23:42:22.837Z
"11000 BEACH BLVD 207, JACKSONVILLE, 32246",30.286782554691,-81.533440739812,Exact/R,census,2026-09-03T22:59:10.736Z
"11000 BEACH BLVD UNIT 205, JACKSONVILLE, 32246",30.286782554691,-81.533440739812,Exact/R,census,2026-09-03T22:59:10.736Z
"11000 BEACH BLVD, JACKSONVILLE, 32246",30.286782554691,-81.533440739812,Exact/R,census,2026-09-03T22:59:10.736Z
"11000 EVERBLADES PKWY, ESTERO, 33928",26.439975747204,-81.777944972031,Non_Exact/L,census,2026-09-03T22:59:10.736Z
